paradigm,subject,split,calib_size,seed,ea_ref,baseline_auc,adapted_auc,delta_auc,n_calib,n_eval,calib_pos_rate,eval_pos_rate,calib_baseline_frac,eval_baseline_frac,purge_k,n_purged,status,fold,fold_mode,checkpoint,checkpoint_val_auc,montage_source,n_channels,n_epochs_total,channels
p300,1,temporal_chrono,48,46,session,0.6590663265306123,0.6253112244897959,-0.03375510204081633,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,96,42,session,0.656531141868512,0.6252973615916957,-0.031233780276816336,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,96,43,session,0.656531141868512,0.6252662737889273,-0.03126486807958473,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,96,44,session,0.656531141868512,0.6256487889273357,-0.03088235294117636,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,96,45,session,0.656531141868512,0.6270788278546713,-0.02945231401384074,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,96,46,session,0.656531141868512,0.6258731617647059,-0.03065798010380616,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,240,42,session,0.652357570239334,0.6444914151925079,-0.007866155046826195,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,240,43,session,0.652357570239334,0.6445011706555671,-0.007856399583766938,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,240,44,session,0.652357570239334,0.6448068418314257,-0.00755072840790838,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,240,45,session,0.652357570239334,0.6449109001040583,-0.007446670135275779,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,240,46,session,0.652357570239334,0.6432622268470344,-0.00909534339229967,240,1488,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,480,42,session,0.6496764053254438,0.6472309541420118,-0.002445451183431979,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,480,43,session,0.6496764053254438,0.6474112426035503,-0.0022651627218934767,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,480,44,session,0.6496764053254438,0.6470691568047338,-0.002607248520710037,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,480,45,session,0.6496764053254438,0.6473118528106508,-0.0023645525147929503,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,480,46,session,0.6496764053254438,0.6487056213017751,-0.0009707840236686804,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,24,42,session,0.6680693314818489,0.6638092640349137,-0.00426006744693519,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,24,43,session,0.6699836341995635,0.6234179726244793,-0.04656566157508424,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,24,44,session,0.6689421741717914,0.6192471731799246,-0.049695000991866745,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,24,45,session,0.6691455068438802,0.6388985320372942,-0.030246974806586002,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,24,46,session,0.6684859154929578,0.6190611981749654,-0.04942471731799236,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,48,42,session,0.6677908163265306,0.6409668367346938,-0.0268239795918368,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,48,43,session,0.6727780612244898,0.504234693877551,-0.16854336734693875,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,48,44,session,0.6724183673469388,0.570234693877551,-0.10218367346938784,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,48,45,session,0.672905612244898,0.5894540816326531,-0.08345153061224486,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,48,46,session,0.669359693877551,0.6227908163265305,-0.04656887755102046,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,96,42,session,0.6718858131487889,0.6454936202422145,-0.026392192906574463,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,stratified,96,43,session,0.6738348832179931,0.660353589965398,-0.013481293252595172,96,1632,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
